unitid,year,Institute_name,Institute_city,Institute_State,Student_Origin,Gender,Ethnicity,enrolled,admitted,applied,admissions_yield,admitted_major,admitted_Level_study,awards
114619,2019,Phoenix Institute of Technology,Phoenix,Arizona,Canada,Female,Others,69,142,1516,48,Economics,Associate,33
114619,2020,Phoenix Institute of Technology,Phoenix,Arizona,USA,Male,White Americans,3553,9544,19802,37,Medical And Nursing,Certification,1740
114619,2020,Phoenix Institute of Technology,Phoenix,Arizona,Argentina,Male,Hispanic or Latino Americans,516,1318,2881,39,Arts and Literature,Bachelor,357
114619,2020,Phoenix Institute of Technology,Phoenix,Arizona,USA,Male,African Americans,895,1496,4989,60,Economics,Bachelor,390
114619,2020,Phoenix Institute of Technology,Phoenix,Arizona,China,Male,Asian,256,805,1432,32,Computer Science/Information Technology,Doctor,169
114619,2020,Phoenix Institute of Technology,Phoenix,Arizona,USA,Male,Native Americans and Alaska Natives,112,298,629,38,Education and Training,Bachelor,59
114619,2020,Phoenix Institute of Technology,Phoenix,Arizona,Hawaii,Male,Native Hawaiians and Other Pacific Islanders,67,113,376,59,Education and Training,Master,47
114619,2020,Phoenix Institute of Technology,Phoenix,Arizona,UAE,Male,Others,67,148,376,45,Education and Training,Certification,32
114619,2020,Phoenix Institute of Technology,Phoenix,Arizona,USA,Female,White Americans,1910,4153,47473,46,Computer Science/Information Technology,Master,1150
114619,2020,Phoenix Institute of Technology,Phoenix,Arizona,Argentina,Female,Hispanic or Latino Americans,225,446,5611,50,Economics,Associate,158
114619,2020,Phoenix Institute of Technology,Phoenix,Arizona,USA,Female,African Americans,579,1742,14412,33,Engineering,Bachelor,428
114619,2020,Phoenix Institute of Technology,Phoenix,Arizona,Japan,Female,Asian,113,269,2826,42,Computer Science/Information Technology,Doctor,58
114619,2020,Phoenix Institute of Technology,Phoenix,Arizona,USA,Female,Native Americans and Alaska Natives,43,108,1079,40,Computer Science/Information Technology,Doctor,28
114619,2020,Phoenix Institute of Technology,Phoenix,Arizona,Hawaii,Female,Native Hawaiians and Other Pacific Islanders,49,104,1231,47,Education and Training,Associate,30
114619,2020,Phoenix Institute of Technology,Phoenix,Arizona,Canada,Female,Others,34,89,866,38,Economics,Certification,26
114619,2021,Phoenix Institute of Technology,Phoenix,Arizona,USA,Male,White Americans,2025,6426,25793,32,Engineering,Associate,1441
114619,2021,Phoenix Institute of Technology,Phoenix,Arizona,Spain,Male,Hispanic or Latino Americans,299,665,3812,45,Economics,Master,221
114619,2021,Phoenix Institute of Technology,Phoenix,Arizona,USA,Male,African Americans,598,1648,7620,36,Education and Training,Certification,381
114619,2021,Phoenix Institute of Technology,Phoenix,Arizona,China,Male,Asian,186,570,2368,33,Medical And Nursing,Bachelor,116
114619,2021,Phoenix Institute of Technology,Phoenix,Arizona,USA,Male,Native Americans and Alaska Natives,40,72,516,56,Economics,Certification,22
114619,2021,Phoenix Institute of Technology,Phoenix,Arizona,USA,Male,Native Hawaiians and Other Pacific Islanders,51,87,660,59,Medical And Nursing,Master,37
114619,2021,Phoenix Institute of Technology,Phoenix,Arizona,UAE,Male,Others,52,173,675,30,Arts and Literature,Doctor,25
114619,2021,Phoenix Institute of Technology,Phoenix,Arizona,USA,Female,White Americans,3007,8757,44123,34,Engineering,Master,1937
114619,2021,Phoenix Institute of Technology,Phoenix,Arizona,Spain,Female,Hispanic or Latino Americans,346,593,5082,58,Arts and Literature,Bachelor,252
114619,2021,Phoenix Institute of Technology,Phoenix,Arizona,USA,Female,African Americans,786,1549,11539,51,Engineering,Bachelor,358
114619,2021,Phoenix Institute of Technology,Phoenix,Arizona,China,Female,Asian,145,296,2143,49,Computer Science/Information Technology,Master,113
114619,2021,Phoenix Institute of Technology,Phoenix,Arizona,USA,Female,Native Americans and Alaska Natives,78,142,1155,55,Business Administration,Associate,50
114619,2021,Phoenix Institute of Technology,Phoenix,Arizona,USA,Female,Native Hawaiians and Other Pacific Islanders,76,211,1134,36,Medical And Nursing,Associate,35
114619,2021,Phoenix Institute of Technology,Phoenix,Arizona,Canada,Female,Others,55,105,811,53,Business Administration,Doctor,29
114619,2022,Phoenix Institute of Technology,Phoenix,Arizona,USA,Male,White Americans,2008,4880,11818,41,Education and Training,Bachelor,1221
114619,2022,Phoenix Institute of Technology,Phoenix,Arizona,Mexico,Male,Hispanic or Latino Americans,354,1155,2083,31,Education and Training,Master,270
114619,2022,Phoenix Institute of Technology,Phoenix,Arizona,USA,Male,African Americans,570,1698,3356,34,Medical And Nursing,Doctor,272
114619,2022,Phoenix Institute of Technology,Phoenix,Arizona,China,Male,Asian,175,461,1032,38,Computer Science/Information Technology,Bachelor,134
114619,2022,Phoenix Institute of Technology,Phoenix,Arizona,USA,Male,Native Americans and Alaska Natives,62,153,370,41,Economics,Associate,45
114619,2022,Phoenix Institute of Technology,Phoenix,Arizona,USA,Male,Native Hawaiians and Other Pacific Islanders,54,120,323,45,Arts and Literature,Master,31
114619,2022,Phoenix Institute of Technology,Phoenix,Arizona,UAE,Male,Others,63,114,373,55,Medical And Nursing,Master,42
114619,2022,Phoenix Institute of Technology,Phoenix,Arizona,USA,Female,White Americans,3102,5172,53622,60,Education and Training,Bachelor,1269
114619,2022,Phoenix Institute of Technology,Phoenix,Arizona,Mexico,Female,Hispanic or Latino Americans,484,1015,8369,48,Engineering,Master,263
114619,2022,Phoenix Institute of Technology,Phoenix,Arizona,USA,Female,African Americans,939,1746,16228,54,Medical And Nursing,Doctor,750
114619,2022,Phoenix Institute of Technology,Phoenix,Arizona,India,Female,Asian,184,419,3196,44,Medical And Nursing,Master,126
114619,2022,Phoenix Institute of Technology,Phoenix,Arizona,USA,Female,Native Americans and Alaska Natives,106,349,1836,30,Business Administration,Doctor,67
114619,2022,Phoenix Institute of Technology,Phoenix,Arizona,USA,Female,Native Hawaiians and Other Pacific Islanders,64,108,1127,59,Computer Science/Information Technology,Master,43
114619,2022,Phoenix Institute of Technology,Phoenix,Arizona,Canada,Female,Others,58,154,1012,38,Business Administration,Certification,32
114619,2023,Phoenix Institute of Technology,Phoenix,Arizona,USA,Male,White Americans,2383,4970,24748,48,Economics,Master,1504
114619,2023,Phoenix Institute of Technology,Phoenix,Arizona,Chile,Male,Hispanic or Latino Americans,307,882,3196,35,Economics,Master,172
114619,2023,Phoenix Institute of Technology,Phoenix,Arizona,USA,Male,African Americans,775,1823,8049,43,Education and Training,Bachelor,616
114619,2023,Phoenix Institute of Technology,Phoenix,Arizona,Japan,Male,Asian,177,544,1841,33,Medical And Nursing,Bachelor,88
114619,2023,Phoenix Institute of Technology,Phoenix,Arizona,USA,Male,Native Americans and Alaska Natives,76,136,794,56,Engineering,Certification,59
114619,2023,Phoenix Institute of Technology,Phoenix,Arizona,USA,Male,Native Hawaiians and Other Pacific Islanders,76,213,798,36,Medical And Nursing,Associate,53
114619,2023,Phoenix Institute of Technology,Phoenix,Arizona,UAE,Male,Others,54,97,562,56,Education and Training,Bachelor,33
114619,2023,Phoenix Institute of Technology,Phoenix,Arizona,USA,Female,White Americans,1709,2885,56503,59,Economics,Doctor,1294
114619,2023,Phoenix Institute of Technology,Phoenix,Arizona,Chile,Female,Hispanic or Latino Americans,175,422,5816,41,Computer Science/Information Technology,Certification,121
114619,2023,Phoenix Institute of Technology,Phoenix,Arizona,USA,Female,African Americans,442,1224,14620,36,Engineering,Doctor,291
114619,2023,Phoenix Institute of Technology,Phoenix,Arizona,China,Female,Asian,106,187,3516,57,Medical And Nursing,Doctor,83
114619,2023,Phoenix Institute of Technology,Phoenix,Arizona,USA,Female,Native Americans and Alaska Natives,40,123,1327,33,Business Administration,Master,26
114619,2023,Phoenix Institute of Technology,Phoenix,Arizona,Hawaii,Female,Native Hawaiians and Other Pacific Islanders,28,75,952,37,Business Administration,Bachelor,15
114619,2023,Phoenix Institute of Technology,Phoenix,Arizona,UAE,Female,Others,49,86,1676,57,Arts and Literature,Associate,31
107082,2010,Los Angeles University,Los Angeles,California,USA,Male,White Americans,3034,6814,17971,45,Medical And Nursing,Master,2322
107082,2010,Los Angeles University,Los Angeles,California,Chile,Male,Hispanic or Latino Americans,472,1274,2797,37,Engineering,Bachelor,286
107082,2010,Los Angeles University,Los Angeles,California,USA,Male,African Americans,925,2270,5480,41,Business Administration,Certification,724
107082,2010,Los Angeles University,Los Angeles,California,China,Male,Asian,204,566,1210,36,Computer Science/Information Technology,Certification,130
107082,2010,Los Angeles University,Los Angeles,California,USA,Male,Native Americans and Alaska Natives,58,159,345,37,Education and Training,Associate,39
107082,2010,Los Angeles University,Los Angeles,California,Hawaii,Male,Native Hawaiians and Other Pacific Islanders,86,147,515,58,Business Administration,Certification,46
107082,2010,Los Angeles University,Los Angeles,California,Australia,Male,Others,60,164,361,37,Education and Training,Associate,26
107082,2010,Los Angeles University,Los Angeles,California,USA,Female,White Americans,1459,4690,9963,31,Arts and Literature,Master,885
107082,2010,Los Angeles University,Los Angeles,California,Argentina,Female,Hispanic or Latino Americans,152,287,1042,53,Economics,Doctor,112
107082,2010,Los Angeles University,Los Angeles,California,USA,Female,African Americans,401,1004,2742,40,Medical And Nursing,Certification,290
107082,2010,Los Angeles University,Los Angeles,California,South Korea,Female,Asian,94,227,643,41,Computer Science/Information Technology,Master,47
107082,2010,Los Angeles University,Los Angeles,California,USA,Female,Native Americans and Alaska Natives,50,161,344,31,Engineering,Certification,24
107082,2010,Los Angeles University,Los Angeles,California,USA,Female,Native Hawaiians and Other Pacific Islanders,49,113,336,43,Economics,Associate,38
107082,2010,Los Angeles University,Los Angeles,California,Canada,Female,Others,47,88,321,53,Engineering,Master,31
107082,2011,Los Angeles University,Los Angeles,California,USA,Male,White Americans,2141,3904,38822,55,Economics,Bachelor,1174
107082,2011,Los Angeles University,Los Angeles,California,Colombia,Male,Hispanic or Latino Americans,240,484,4359,50,Business Administration,Master,183
107082,2011,Los Angeles University,Los Angeles,California,USA,Male,African Americans,632,1087,11462,58,Medical And Nursing,Bachelor,351
107082,2011,Los Angeles University,Los Angeles,California,China,Male,Asian,124,243,2251,51,Medical And Nursing,Doctor,78
107082,2011,Los Angeles University,Los Angeles,California,USA,Male,Native Americans and Alaska Natives,52,153,947,34,Arts and Literature,Bachelor,30
107082,2011,Los Angeles University,Los Angeles,California,USA,Male,Native Hawaiians and Other Pacific Islanders,56,167,1023,34,Engineering,Associate,33
107082,2011,Los Angeles University,Los Angeles,California,UAE,Male,Others,53,98,976,54,Computer Science/Information Technology,Associate,36
107082,2011,Los Angeles University,Los Angeles,California,USA,Female,White Americans,3205,5531,19017,58,Arts and Literature,Doctor,1288
107082,2011,Los Angeles University,Los Angeles,California,Spain,Female,Hispanic or Latino Americans,364,607,2167,60,Arts and Literature,Doctor,250
107082,2011,Los Angeles University,Los Angeles,California,USA,Female,African Americans,907,2484,5386,37,Medical And Nursing,Doctor,374
107082,2011,Los Angeles University,Los Angeles,California,China,Female,Asian,283,808,1684,35,Medical And Nursing,Bachelor,119
107082,2011,Los Angeles University,Los Angeles,California,USA,Female,Native Americans and Alaska Natives,117,385,694,30,Education and Training,Doctor,60
107082,2011,Los Angeles University,Los Angeles,California,Hawaii,Female,Native Hawaiians and Other Pacific Islanders,95,300,568,32,Medical And Nursing,Associate,41
107082,2011,Los Angeles University,Los Angeles,California,Canada,Female,Others,75,192,449,39,Engineering,Certification,48
107082,2012,Los Angeles University,Los Angeles,California,USA,Male,White Americans,3208,9452,51436,34,Economics,Certification,1746
107082,2012,Los Angeles University,Los Angeles,California,Spain,Male,Hispanic or Latino Americans,306,639,4912,48,Engineering,Associate,167
107082,2012,Los Angeles University,Los Angeles,California,USA,Male,African Americans,758,1336,12157,57,Medical And Nursing,Master,364
107082,2012,Los Angeles University,Los Angeles,California,India,Male,Asian,233,720,3738,32,Medical And Nursing,Certification,154
107082,2012,Los Angeles University,Los Angeles,California,USA,Male,Native Americans and Alaska Natives,69,157,1112,44,Arts and Literature,Certification,31
107082,2012,Los Angeles University,Los Angeles,California,USA,Male,Native Hawaiians and Other Pacific Islanders,66,148,1059,44,Engineering,Associate,31
107082,2012,Los Angeles University,Los Angeles,California,Canada,Male,Others,58,183,931,32,Engineering,Master,34
107082,2012,Los Angeles University,Los Angeles,California,USA,Female,White Americans,2364,7158,33390,33,Arts and Literature,Doctor,1308
107082,2012,Los Angeles University,Los Angeles,California,Spain,Female,Hispanic or Latino Americans,337,738,4770,46,Engineering,Bachelor,214
107082,2012,Los Angeles University,Los Angeles,California,USA,Female,African Americans,591,994,8357,59,Arts and Literature,Bachelor,299
107082,2012,Los Angeles University,Los Angeles,California,China,Female,Asian,134,312,1917,43,Computer Science/Information Technology,Certification,59
107082,2012,Los Angeles University,Los Angeles,California,USA,Female,Native Americans and Alaska Natives,45,129,645,35,Economics,Bachelor,32
107082,2012,Los Angeles University,Los Angeles,California,USA,Female,Native Hawaiians and Other Pacific Islanders,66,202,950,33,Arts and Literature,Bachelor,42
107082,2012,Los Angeles University,Los Angeles,California,Australia,Female,Others,45,82,647,55,Business Administration,Bachelor,32
